FOLIO,VIV_SEL,HOGAR,N_REN,P12_1_1,P12_1_2,P12_1_3,P12_2,P12_3_1,P12_3_2,P12_3_3,P12_3_4,P12_3_5,P12_4_1,P12_4_2,P12_4_3,P12_4_4,P12_4_5,P12_4_6,P12_5_1,P12_5_2,P12_5_3,P12_5_4,P12_5_5,P12_5_6,P12_5_7,P12_6_1,P12_6_2,P12_6_3,P12_6_4,P12_6_5,P12_6_6,ENT,EST_DIS,UPM_DIS,FACTOR
1360545,01,1,01,1,1,1,2,3,3,3,2,5,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002670,1100
1360545,02,1,01,2,2,2,4,4,5,3,4,5,4,4,1,1,1,1,2,4,1,1,1,1,3,2,2,2,2,2,2,13,198,0002670,550
1360545,03,1,02,2,1,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,13,198,0002670,1052
1360545,05,1,02,1,1,1,3,3,3,4,2,2,2,1,3,3,3,3,4,3,4,4,4,3,3,2,2,2,2,2,2,13,198,0002670,1052
1360545,06,1,01,1,1,1,3,4,4,4,1,5,4,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,13,198,0002670,1100
1360545,08,1,01,1,2,2,1,4,4,3,3,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002670,1650
1360545,09,1,02,1,2,2,2,4,4,4,4,2,1,5,1,2,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,13,198,0002670,1052
1360545,10,1,01,2,2,2,3,4,4,3,5,5,2,3,4,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002670,1052
1360545,11,1,02,2,2,2,9,4,5,4,4,3,2,5,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,13,198,0002670,1577
1360545,12,1,03,2,2,9,3,4,4,4,4,5,2,5,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002670,1577
1360545,13,1,01,1,2,2,3,3,3,3,3,5,3,3,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,13,198,0002670,1100
1360545,14,1,01,2,2,2,2,3,5,4,2,5,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002670,526
1360545,15,1,03,1,1,1,2,4,4,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,13,198,0002670,1577
1360545,17,1,01,1,1,2,2,4,5,2,2,1,2,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002670,1052
1360545,18,1,01,1,1,1,4,1,4,4,3,2,3,3,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,13,198,0002670,1577
1360545,19,1,01,1,1,2,3,4,4,5,4,5,3,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,13,198,0002670,526
1360545,20,1,04,1,1,1,3,4,3,3,3,3,2,5,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,13,198,0002670,3851
1360555,02,1,02,1,1,1,3,4,5,3,1,3,1,5,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,13,198,0002671,2946
1360555,03,1,03,1,1,1,3,2,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002671,2210
1360555,04,1,01,2,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,13,198,0002671,3083
1360555,05,1,02,1,1,1,3,4,3,4,2,1,2,4,1,2,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,13,198,0002671,1541
1360555,07,1,01,2,2,2,4,4,4,3,3,5,1,1,1,2,3,2,1,1,1,1,3,2,1,2,2,2,1,2,2,13,198,0002671,1541
1360555,09,1,01,2,2,2,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,13,198,0002671,2312
1360555,10,1,04,1,1,1,1,3,1,5,3,1,1,5,2,2,1,2,1,1,2,1,1,2,1,2,2,2,2,2,2,13,198,0002671,2946
1360555,11,1,04,2,2,2,3,2,3,4,2,2,1,1,1,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,13,198,0002671,3083
1360555,12,1,02,1,1,1,3,4,4,4,3,3,2,5,1,1,1,1,1,1,1,1,1,1,3,2,2,1,2,2,2,13,198,0002671,1541
1360555,13,1,03,1,1,1,3,4,3,4,3,3,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,13,198,0002671,2312
1360555,14,1,03,2,2,2,3,3,3,3,1,1,2,1,1,2,2,2,2,2,2,1,1,1,1,2,1,2,1,2,2,13,198,0002671,5394
1360555,16,1,01,2,2,2,2,2,5,1,1,1,2,5,3,3,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002671,1541
1360555,17,1,02,2,2,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,13,198,0002671,1473
1360555,18,1,01,2,2,2,2,4,4,4,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002671,2312
1360555,19,1,02,1,1,1,4,3,3,5,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002671,2946
1360555,20,1,01,1,1,2,3,4,4,4,3,4,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,2,13,198,0002671,2312
1360555,21,1,01,1,1,1,2,1,1,4,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,13,198,0002671,737
1360566,01,1,02,2,9,1,3,3,5,3,3,5,3,3,3,3,1,1,1,3,1,1,1,1,3,2,1,2,1,2,2,13,197,0002672,1144
1360566,02,1,01,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,13,197,0002672,1197
1360566,03,1,01,1,1,1,3,3,4,3,2,5,3,5,2,1,1,1,1,2,1,2,1,2,2,2,2,2,1,2,2,13,197,0002672,1144
1360566,04,1,01,2,2,2,9,4,5,4,4,5,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002672,1144
1360566,05,1,02,1,1,2,3,3,5,2,1,4,2,5,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,13,197,0002672,1144
1360566,06,1,02,1,1,1,3,4,5,5,3,3,3,5,1,2,1,2,2,3,1,1,1,1,2,2,2,2,2,2,2,13,197,0002672,1144
1360566,07,1,01,1,1,1,9,4,5,4,5,5,2,5,3,2,3,2,4,2,2,2,2,2,2,2,2,2,2,2,2,13,197,0002672,572
1360566,08,1,02,2,9,9,3,4,5,5,5,5,3,5,5,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002672,1144
1360566,10,1,02,2,1,2,4,4,5,4,4,5,4,4,4,4,3,3,4,4,4,4,4,4,4,2,2,2,2,2,2,13,197,0002672,1144
1360566,11,1,03,1,1,1,1,4,2,4,2,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002672,1795
1360566,12,1,02,1,1,1,1,4,5,4,3,5,2,5,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002672,2287
1360566,13,1,02,1,1,1,2,3,5,3,3,5,2,5,1,1,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002672,1144
1360566,14,1,01,1,1,2,2,3,4,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002672,1197
1360566,15,1,02,2,2,2,3,4,4,5,4,5,3,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002672,2287
1360566,16,1,01,1,9,1,3,3,3,5,5,1,2,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002672,572
1360566,17,1,01,2,2,2,4,4,3,5,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002672,598
1360566,18,1,02,1,1,2,3,3,5,1,1,5,3,5,2,1,1,1,1,2,1,1,1,1,2,2,2,2,1,2,2,13,197,0002672,1144
1360566,19,1,02,1,1,1,3,4,4,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,13,197,0002672,1197
1360566,20,1,03,1,2,2,3,4,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,13,197,0002672,2992
1360566,21,1,02,2,2,2,9,3,5,2,2,5,3,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,13,197,0002672,1144
1360566,22,1,01,2,2,2,3,3,4,3,3,5,3,3,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,13,197,0002672,572
1360604,01,1,02,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,13,198,0002673,1315
1360604,02,1,01,1,1,1,1,3,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002673,1973
1360604,03,1,04,1,1,1,2,4,4,4,4,1,2,5,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,2,2,13,198,0002673,2514
1360604,04,1,01,2,2,2,2,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,2,2,13,198,0002673,658
1360604,05,1,04,1,1,2,2,1,3,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,13,198,0002673,3946
1360604,06,1,01,2,1,1,1,3,5,3,3,3,3,5,3,2,2,2,3,3,2,2,3,2,1,2,2,2,2,2,2,13,198,0002673,2514
1360604,07,1,04,1,1,1,4,4,5,3,3,4,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002673,4400
1360604,09,1,02,1,2,2,3,2,5,1,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002673,1886
1360604,10,1,01,2,2,2,9,4,4,4,4,5,3,3,1,1,1,1,1,2,1,2,1,1,1,2,2,2,2,2,2,13,198,0002673,1973
1360604,11,1,01,1,2,1,9,4,5,5,5,4,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002673,1315
1360604,12,1,01,1,1,2,1,2,4,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,13,198,0002673,2630
1360604,13,1,01,2,1,1,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,13,198,0002673,658
1360604,14,1,01,1,1,1,2,2,4,4,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002673,1973
1360604,15,1,02,1,2,2,1,3,2,5,3,1,2,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,13,198,0002673,1257
1360604,16,1,02,1,1,1,3,4,4,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002673,1886
1360604,17,1,03,1,1,1,3,4,4,3,4,3,3,3,3,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,13,198,0002673,2514
1360604,18,1,03,9,9,9,4,3,5,4,3,5,3,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002673,1886
1360604,19,1,02,2,2,2,2,3,4,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,13,198,0002673,3143
1360604,20,1,01,1,1,2,2,3,4,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002673,629
1360638,01,1,02,1,1,1,3,2,5,2,2,2,3,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002674,1014
1360638,02,1,01,2,1,1,4,3,3,2,2,5,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002674,1061
1360638,03,1,01,2,2,2,9,4,4,4,5,5,1,1,1,1,1,1,1,4,1,1,1,1,1,2,2,2,2,2,2,13,197,0002674,531
1360638,04,1,03,1,1,1,1,3,2,2,3,4,1,5,1,1,1,3,1,1,2,1,1,1,2,2,2,2,2,2,2,13,197,0002674,1521
1360638,05,1,01,2,2,1,1,4,5,3,3,3,1,5,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,2,2,13,197,0002674,1061
1360638,06,1,02,2,2,2,9,4,5,4,3,3,2,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002674,1014
1360638,07,1,01,1,1,1,3,4,4,5,2,2,3,3,1,3,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,13,197,0002674,507
1360638,08,1,02,9,9,9,9,4,4,4,4,5,4,4,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002674,1014
1360638,09,1,02,1,1,1,2,4,5,2,2,2,3,5,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002674,1014
1360638,10,1,03,1,1,1,2,2,3,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002674,1592
1360638,11,1,01,9,9,9,3,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,13,197,0002674,1061
1360638,12,1,02,1,1,2,2,2,5,2,2,2,3,5,1,1,1,1,1,3,1,1,1,1,1,2,1,2,2,2,2,13,197,0002674,1014
1360638,13,1,01,2,2,2,2,4,1,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002674,1014
1360638,14,1,01,9,9,9,9,4,5,2,2,5,1,5,1,1,1,1,2,4,1,1,1,1,1,2,2,2,2,2,2,13,197,0002674,507
1360638,16,1,04,1,1,1,3,3,5,1,4,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002674,2028
1360638,18,1,01,1,1,1,2,3,3,5,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,13,197,0002674,531
1360638,19,1,02,2,2,2,1,3,5,4,3,4,4,5,4,4,4,4,1,3,1,1,1,1,1,2,1,2,2,2,2,13,197,0002674,1014
1360638,20,1,01,1,1,1,2,3,5,2,2,5,2,5,2,2,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,13,197,0002674,1014
1360655,01,1,02,1,1,1,3,3,5,3,3,5,1,4,1,1,1,1,1,4,1,1,1,1,1,2,2,2,2,2,2,13,197,0002675,1003
1360655,02,1,05,2,2,1,3,3,3,2,2,2,2,5,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,13,197,0002675,2625
1360655,03,1,01,2,2,2,3,4,4,5,4,5,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,13,197,0002675,1050
1360655,04,1,02,1,1,1,3,3,3,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002675,1050
1360655,05,1,03,2,2,2,9,4,4,4,4,5,1,4,1,1,1,1,3,4,1,4,4,1,4,2,2,2,2,2,2,13,197,0002675,1505
1360655,06,1,01,1,1,1,3,1,5,4,2,3,3,5,2,2,1,1,1,1,2,1,1,1,2,2,2,1,2,2,2,13,197,0002675,502
1360655,07,1,01,1,9,2,2,4,4,4,4,3,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002675,2100
1360655,08,1,02,2,2,2,2,4,4,2,2,5,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002675,1505
1360655,09,1,01,1,1,9,2,3,3,1,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,13,197,0002675,1575
1360655,10,1,01,2,1,1,1,3,4,2,1,2,2,3,1,2,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,13,197,0002675,1003
1360655,11,1,01,2,2,2,1,3,5,3,5,5,3,5,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,13,197,0002675,525
1360655,12,1,01,1,9,1,2,3,4,4,5,4,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002675,1050
1360655,13,1,02,1,1,1,2,4,5,4,2,4,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002675,1003
1360655,14,1,02,1,2,2,2,3,5,5,1,2,2,5,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002675,1003
1360655,15,1,01,1,1,1,3,4,4,4,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002675,525
1360655,16,1,01,1,1,2,2,4,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,13,197,0002675,1050
1360655,17,1,05,2,2,2,3,4,4,2,2,2,3,3,3,3,3,3,1,3,1,1,1,1,1,2,2,2,2,2,2,13,197,0002675,2625
1360655,18,1,03,1,1,1,3,2,5,3,3,5,2,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002675,1505
1360655,19,1,05,9,9,9,9,4,5,4,4,5,2,5,1,3,3,3,1,3,3,4,1,4,4,2,2,2,2,2,2,13,197,0002675,3150
1360655,20,1,01,2,1,1,3,3,5,4,3,5,2,5,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,13,197,0002675,502
1360678,01,1,03,2,2,2,4,4,1,1,1,1,3,2,2,1,2,2,1,1,1,1,1,1,1,2,2,1,2,2,2,13,198,0002676,2872
1360678,02,1,01,2,2,2,3,4,5,2,2,5,3,5,3,2,1,1,3,4,3,3,1,1,1,2,2,2,2,2,2,13,198,0002676,1372
1360678,03,1,01,2,2,2,3,3,4,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,13,198,0002676,718
1360678,04,1,02,2,9,1,4,4,4,5,2,4,3,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002676,1436
1360678,05,1,01,9,2,2,3,4,4,3,1,4,2,2,2,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,13,198,0002676,1436
1360678,06,1,02,2,2,2,4,4,4,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002676,1372
1360678,07,1,02,2,2,2,9,1,5,5,5,2,3,5,1,3,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002676,2745
1360678,08,1,02,1,1,1,4,3,4,4,3,2,3,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002676,2059
1360678,09,1,01,2,1,2,3,3,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,13,198,0002676,686
1360678,10,1,02,2,2,2,3,4,4,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002676,1372
1360678,11,1,02,1,1,1,3,3,4,3,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002676,3431
1360678,12,1,02,1,2,2,2,4,3,4,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,13,198,0002676,1436
1360678,13,1,01,2,2,2,3,3,4,2,2,5,2,2,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,13,198,0002676,718
1360678,15,1,02,1,1,1,3,2,1,2,2,2,3,2,1,1,1,2,1,1,2,1,1,2,1,2,2,2,2,2,2,13,198,0002676,1372
1360678,18,1,01,2,2,2,4,4,5,3,3,5,3,5,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002676,2745
1360678,19,1,03,1,1,1,3,3,4,5,4,1,2,5,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,13,198,0002676,2059
1360678,20,1,02,2,2,2,3,4,4,4,3,5,3,3,1,1,1,1,1,3,1,1,1,1,2,2,2,2,2,2,2,13,198,0002676,1436
1360698,01,1,01,1,1,1,4,4,4,4,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,13,197,0002677,504
1360698,02,1,01,1,1,1,3,4,4,4,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002677,482
1360698,03,1,03,1,1,1,3,3,4,4,1,4,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002677,1446
1360698,04,1,01,2,2,2,9,5,5,4,5,5,3,5,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,13,197,0002677,504
1360698,05,1,01,2,2,2,3,4,4,4,4,5,3,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,13,197,0002677,504
1360698,06,1,01,1,1,1,3,3,4,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002677,2017
1360698,07,1,01,2,2,2,2,4,4,3,3,5,3,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002677,1009
1360698,08,1,01,1,1,2,3,4,4,3,3,3,2,2,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,13,197,0002677,1009
1360698,09,1,03,2,2,2,3,4,5,2,1,1,3,4,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,13,197,0002677,1446
1360698,11,1,01,9,1,1,9,4,5,4,4,4,2,2,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,13,197,0002677,1513
1360698,12,1,01,2,2,2,2,3,4,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002677,1009
1360698,14,1,03,1,1,1,3,3,1,3,3,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,13,197,0002677,1513
1360698,15,1,01,2,1,1,4,4,4,5,4,4,3,4,1,2,4,1,3,2,1,3,1,1,3,2,2,1,2,2,2,13,197,0002677,1009
1360698,16,1,02,1,2,2,3,4,5,5,4,5,1,5,1,1,1,1,3,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002677,1513
1360698,17,1,02,1,1,1,3,4,4,4,4,4,3,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002677,1009
1360698,18,1,02,2,1,2,3,2,4,2,2,3,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,13,197,0002677,2017
1360698,19,1,01,1,1,1,3,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002677,964
1360698,20,1,04,1,1,1,4,4,2,3,4,1,1,5,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,13,197,0002677,2017
1360714,01,1,05,1,1,1,3,1,1,3,1,1,2,5,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,13,198,0002678,3852
1360714,02,1,01,2,2,2,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,13,198,0002678,770
1360714,04,1,01,2,2,1,1,4,4,4,4,4,2,1,1,1,1,2,1,1,1,2,1,2,1,2,2,2,2,2,2,13,198,0002678,1472
1360714,05,1,02,2,2,2,2,3,5,2,2,2,2,5,1,1,1,1,1,3,3,1,1,2,3,2,2,2,1,2,2,13,198,0002678,1472
1360714,06,1,01,1,1,1,2,3,5,3,3,3,3,5,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002678,736
1360714,07,1,03,2,2,2,2,3,4,5,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002678,2945
1360714,08,1,02,1,1,1,1,3,5,3,3,3,3,5,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,13,198,0002678,2209
1360714,09,1,01,1,2,2,2,3,4,4,4,3,3,2,1,2,2,2,1,2,1,1,1,1,2,1,2,2,2,2,2,13,198,0002678,1541
1360714,10,1,03,2,2,2,9,4,5,4,4,5,3,5,1,1,1,1,3,3,1,3,1,1,3,2,2,2,2,2,2,13,198,0002678,2311
1360714,11,1,01,1,1,1,4,4,4,4,3,5,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002678,736
1360714,12,1,01,1,1,1,2,2,2,2,2,2,3,3,3,3,3,2,1,1,1,1,1,1,2,2,2,2,2,2,2,13,198,0002678,770
1360714,13,1,02,1,1,1,3,3,3,3,3,4,2,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002678,1541
1360714,14,1,02,1,1,2,3,4,4,1,1,5,4,2,2,3,1,2,4,1,4,3,3,2,4,2,2,2,2,2,2,13,198,0002678,1541
1360714,15,1,03,1,1,1,3,3,3,4,5,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,13,198,0002678,2945
1360714,16,1,01,1,1,1,3,3,3,2,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,13,198,0002678,2311
1360714,17,1,01,1,1,2,3,3,3,2,2,1,3,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,13,198,0002678,736
1360714,18,1,01,1,1,1,2,4,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,13,198,0002678,1541
1360714,19,1,01,2,2,2,3,4,5,5,3,5,3,5,1,1,1,1,1,3,1,1,1,1,1,2,2,2,2,2,2,13,198,0002678,1472
1360714,20,1,01,1,1,1,1,3,5,2,2,1,2,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002678,736
1360793,01,1,01,1,1,1,1,1,1,2,1,1,3,3,3,3,2,2,1,1,1,1,1,1,1,2,1,2,2,2,2,13,197,0002679,620
1360793,02,1,01,2,2,2,3,3,5,3,5,5,3,5,2,4,2,4,3,4,2,2,1,2,2,2,2,2,1,2,2,13,197,0002679,620
1360793,03,1,01,1,1,1,9,4,2,5,5,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002679,1296
1360793,04,1,02,1,1,1,3,4,4,4,4,3,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002679,1239
1360793,05,1,01,2,2,2,4,4,5,4,2,5,4,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002679,1945
1360793,06,1,04,1,1,1,1,1,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,13,197,0002679,3098
1360793,07,1,02,2,2,2,9,4,5,4,4,5,2,5,1,1,1,1,3,4,1,1,1,1,1,2,2,2,2,2,2,13,197,0002679,1239
1360793,08,1,01,2,2,2,9,4,5,4,4,5,1,5,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,13,197,0002679,1859
1360793,09,1,01,1,1,2,4,4,5,4,3,5,4,5,3,3,3,3,3,3,2,2,1,1,1,2,1,2,1,2,2,13,197,0002679,1945
1360793,10,1,01,1,1,1,2,2,4,2,3,1,3,3,1,1,1,1,1,3,1,1,1,1,1,2,2,2,2,2,2,13,197,0002679,1296
1360793,11,1,02,1,1,1,3,4,4,3,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002679,1859
1360793,12,1,02,2,2,2,2,4,4,3,2,4,4,2,2,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,2,13,197,0002679,1296
1360793,13,1,01,2,2,2,4,3,5,3,3,5,4,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002679,2478
